userName,content,score,at,appVersion
dwi nurhayati,murah meriah pelayanannya selalu baguss,5,2024-01-20 07:34:36,4.81.1
Arman Zebua,Mantapp,5,2024-01-19 06:53:18,4.81.1
erwin imanuddin,membantu,5,2024-01-20 01:08:13,4.81.1
Dewi Novita Sari,Bagus dan membantu,5,2024-01-20 01:26:40,4.81.1
ARDINAL HNI,Terus berinofasi,4,2024-01-20 13:07:29,4.81.1
hanna triyani octora,Ok,5,2024-01-20 13:12:58,4.81.1
kyo ori,Sangat membantu,5,2024-01-20 13:17:31,4.81.1
Mak tia Panjaitan,Ongkir ny mahal,4,2024-01-20 13:25:33,4.81.1
Budy Bucheq,Pada hari Kamis tgl 18 Januari 2024 waktu 1315 wib saya top up gopay senilai Rp 49000 utk pembayaran gofood Yang aneh top up saya tidak masuk ke akun gopay saya dan saldo bank langsung terpotong sesuai jumlah top up tsb Saya coba menghubungi Customer care tapi tdk bisa samq sekali Mohon penjelasan dari pihak Gojek kenapa yg spt ini bisa terjadi,1,2024-01-20 01:25:02,4.81.1
Cece Kuswandi,Sangat senang,5,2024-01-20 01:19:03,4.81.1
Nara Sunara,Gojek selallu oke mantap,5,2024-01-20 13:32:56,4.81.1
Malewa Aryaduta,Keren,5,2024-01-20 13:34:42,4.81.1
Idha Nur,Keren,5,2024-01-20 13:37:55,4.81.1
Tarmizi Abeng,ekspres ,5,2024-01-20 13:43:27,4.81.1
Haha Hihu,Cebelapa imut ci acu,5,2024-01-20 01:19:02,4.81.1
angelica susi,Untuk laporan atau memblokir akun yang di hack harus tunggu 1x24 Sudah lewat lebih dari 5 hari tetap tidak dapat digunakan tidak ada tanggapan tidak memberikan solusi Halow Parah bener2 prematur,1,2024-01-20 01:10:54,4.81.1
Toni Ferdian,Untuk Driver khususnya roda 2 1coba helm untuk penumpang yang layak pake 2Terus klo hujan coba tawarin mau pake jas hujan Masa jasa driver tidak melengkapi amunisinya  3 Tanya ke penumpang mau berangkat aktifitasburu2gimana kadang ada driver yg jalannya doyok emang mau jalan2  4 klo posisi mau tarik oder penumpang disaranin BBM fullcukup POM bensin suka antri,1,2024-01-20 13:52:39,4.81.1
Dek Dwi,Aplikasi gojek sangat membantu saya disaat berbelanja maupun berkendara dalam situasi mager semoga kedepannya bisa ditambahkan fitur terbaru dan terbaik ,5,2024-01-20 14:21:26,4.81.1
tombak sekti,Knapa gak bisa dibuka,3,2024-01-20 01:10:46,4.81.1
Ara Wijaya,Best pkk nya klo buat cr makan lagi mager,5,2024-01-20 13:03:43,4.81.1
Mima Nurmadinah,Mantap membantu sekali jadi mudah mau kemana2cepat sampai,5,2024-01-20 12:53:48,4.81.1
croop jos,Parah notif  dari banyak karna dari aok driver masuk ke aok cs  parah gojek nyampah aja  gojek semakin semerawut banget,3,2024-01-20 01:42:12,4.81.1
Agung Subandi,Recommended,5,2024-01-20 02:52:41,4.81.1
Ananda Fahri Vidi Zaqi,Mentang punya komunitas besar jgn se enak jidatnyamakan atau minum bayarlahdriver gojek makin menjadi kaya premandriver gojek tlol,1,2024-01-20 11:50:20,4.81.1
It's Physics but It's Okay,Semoga semakin mempermudah,5,2024-01-20 02:59:13,4.81.1
mairizal jali,Blm pernah mengecewakan,5,2024-01-20 11:52:02,4.81.1
Pak Pahan,Tolong driver ya jgn terlalu banyak potongan y,5,2024-01-20 02:57:55,4.81.1
Hendra Juanda,Good,5,2024-01-20 02:57:12,4.81.1
R W,Mantap,5,2024-01-20 11:55:19,4.81.1
Danang Wijaya,SATU KATA DORA CHINDO ASU,1,2024-01-20 11:58:01,4.81.1
Nina Nurjanah,Gojek adalah transportasi yg membantu saya dan keluarga dalam situasi apapun tp sayangnya di daerah saya pagi hari susah sekali untuk dapat gojek jika adapun jaraknya jauh dan lama kalau harus menunggu,5,2024-01-20 11:59:53,4.81.1
Jefry Valentin,Nice,5,2024-01-20 12:25:23,4.81.1
Reno Setiawan,Gojek tidak adil  Mengapa gojek saya sedikit promo  Sedangkan di akun teman teman saya semua ada promo Apa karena saya berlangganan gopayplus gratis ongkir Saya putuskan tidak lagi menggunakan apk gojek rugi banyak saya lebih baik saya pinjam akun2 teman saya atau saya buat akun baru saja Sudah tidak minat mengejar target menjadi anak sultan Rugi ,1,2024-01-20 02:51:14,4.81.1
Nuryati Nurhasanah,Ini knpa ya ko gbisa masuk trus ada notifikasi integritas dirusak sistem berbahaya dan dapat meretas data pribadi tolong dong Min mamah saya pengen recesss soal nya ,1,2024-01-20 12:01:52,4.81.1
santuy aja,Ok aja lah,5,2024-01-20 12:02:25,4.81.1
Warawiri Trans,Okee,5,2024-01-20 02:36:44,4.81.1
Wahyu Seftiawan,Sangat membantu,5,2024-01-20 01:55:26,4.81.1
dar yunandar,Good,5,2024-01-20 01:51:11,4.81.1
MAG Shinigami,Bintang 1 karena ada promo di go tagihan yang tidak bisa dipakai lebih baik dihapus aja kalau g bisa dipakai,1,2024-01-20 14:23:28,4.81.1
Azki Haryanto,Mantap Gojek Indonesia,5,2024-01-20 14:33:13,4.81.1
R Nesarani,I like it  banyak promo jg,5,2024-01-20 03:00:26,4.81.1
Puspa Yani,Mudah dalam pengaplikasian,5,2024-01-20 01:01:54,4.81.1
Byun BaekSoo,Ok gojek saya kembalikan bintangnya menjadi 5 kembalikarena gopaylater saya sudah normal kembali semoga ke dpn nya jauh lbh baik lagiAamiin,5,2024-01-19 19:32:17,4.81.1
Fauzi quell,Order gocar kemarin di lihat harga segini murahpas beberapa menit langsung berubah mahal tidak flat bohongi customer,1,2024-01-19 19:08:47,4.81.1
Isti Masyfufah,Membantu bgt,5,2024-01-20 15:26:38,4.81.1
Ambar Bariyah,Sangat membantu,5,2024-01-19 18:17:57,4.81.1
Lysa Agustina,good,5,2024-01-20 15:26:49,4.81.1
Handri Nursito,Lah driver lg pusing menekan pengeluar supaya ga banyak utang nih tawarin ngutang,1,2024-01-19 17:50:38,4.81.1
Ahmad Fauzy,Top,5,2024-01-20 15:34:00,4.81.1
Dedeh Mahfuzoh,Penyelesaian masalah sangat tidak baik ,1,2024-01-19 17:22:41,4.81.1
Muhammad Fadli,Gojek Zholim saldo GOPAY tau tau 0 Padahal kemarin baru transfer 150k  Case closed Ternyata GOPAY ada 2 GOPAY saldo dan GOPAY tabungan dan saldo GOPAY saya masuk ke GOPAY tabungan bukan ke GOPAY saldo kapan kapan kalo perubahan di sosialisasi kan terlebih dahulu agar tidak menimbulkan isu Terimakasih,5,2024-01-20 15:44:43,4.81.1
Hamdani Sajar,Saya menggunakan aplikasi sudah terinstal akan tetapi bila saya membuka gojek tidak bisa Mohon petunjuknya,5,2024-01-20 15:59:58,4.81.1
Yuli Fazni E,Bagus promonya ngk worry mau pesan gofoodhee,5,2024-01-20 16:11:48,4.81.1
Zulkifli -,Gak bisa ajukan gopaylater selalu mutar gak jelas aplikasi jelek,1,2024-01-19 17:20:39,4.81.1
sudarsono wijaya,Sering kasih voucher diskon go food,5,2024-01-19 16:50:17,4.81.1
Wulan Saadan,Udah paylater ny ga bisa di pake udah lemot makin di upgrade makin ga jelas ni apk,2,2024-01-20 16:17:43,4.81.1
Safiq Ibrahim,bagus,5,2024-01-19 16:45:33,4.81.1
angelina yohana,semenjak di update malah sering bug di aplikasi makanan jadinya masih setengah jam lagi tapi ternyata driver udah nunggu di depan rumah,1,2024-01-20 16:48:58,4.81.1
Effendi Nurman,Semoga tetap memberikan yg terbaik untuk indonesia,5,2024-01-19 16:42:35,4.81.1
Sajis Art,Tolol,1,2024-01-20 15:24:47,4.81.1
Hery Wargianto,Masalah upgrade gopay plus gak selessi selesai hampir satu tahun atau malah lebih mungkin Bolak balik di suruh cek link sudah ber kali kali saya lakukan ituhasilnya 0 besar dulu gojek yg nyaranin ganti foto di ektp sudah saya lakukan di dispenduk tapi ternyata sama saja tetep gak bisa upgrade gopay plus,1,2024-01-19 21:31:58,4.81.1
Hilman San'an Ghorizi,Mantap,5,2024-01-20 15:19:50,4.81.1
Al ghazali Kohler,Dangat membantu untuk transfortasi instan,5,2024-01-20 15:18:28,4.81.1
Rizky Ramadhan,Pelit diskon masa minimal order 300rb diskonnya cuma 10rb wkwk udah gitu jasa aplikasi nya sampai 6rb banyak banget ngambil untungauto uninstall lebih mantap grab,1,2024-01-20 15:05:33,4.81.1
Meko Mii,Paylater gajelas Sudah bayar semua tapi masih ada yg ditagih yg katanya beda jatuh tenpo Kalau beda jatuh tenpo seharusnya gak usah dimasukin ke list yg sebelumnya Jadi bayar 2x kocak Hubungi cs juga jawabannya itu itu aja,1,2024-01-20 00:59:34,4.81.1
Lahij Kamal,Ke sini makin lemot mau gofood buffering terus katanya no connection padahal buat semua aplikasi lain lancar cuma gojek doang yg lemot Mohon maaf saya pindah ke app lain Kecewa sama gojek sudah seminggu tidak ada perubahan malah makin parah lag nya,1,2024-01-20 00:57:24,4.81.1
Eza Reza aja,saya top up dari tanggal 17 januari sampe sekarang kok belum masuk jugadi suruh kirim ini itu sudah saya kasih tapi gak ada hasil tolong itu top up saya hilang atau gimana,1,2024-01-20 00:45:39,4.81.1
Hartanto Tanto,Aplikasinya yang bagus bisa dipercaya,5,2024-01-20 00:44:45,4.81.1
20_Nurul Ilmil F.,saya  5 tman saya psan gcar yang max kursi 6 dgn harga 43k Pas msuk ke mobil driver ny bilang harusnya cuma 5 orang pdhl jls saya pesan gocar dengan max 6 orang Lalu ketika sampai di tujuan driver malah bilang hitung per orang aja 10k jelas kaget dong teman saya bilang di app cuma 43k dan drivernya bilang lagi hitung per kepala aja bang 10k jadi total 60k kan ngeselin banget Pas kita mau rating dia dia malah udh cancel kita seakan udh tau klo mau di rating rendah,1,2024-01-20 15:08:42,4.81.1
Moch Lippi,Good,5,2024-01-20 15:11:54,4.81.1
Rositin Titin,kpn sampai ke desa2,5,2024-01-20 00:23:59,4.81.1
Ridwanul Bakhri,kadang lemot loading makanan lama bener padahal buka aplikasi lain aman,1,2024-01-19 21:52:16,4.81.1
Igit Anhary,Parah Top Up belum masuk udah 2 hari mana lagi butuh duitnya tolong donk balikin uang saya,1,2024-01-20 00:23:14,4.81.1
Nadia Herna,Ok,5,2024-01-20 00:10:27,4.81.1
Rini Suprapti,Membantu dan memudahkan urusan,5,2024-01-20 00:05:18,4.81.1
JOJO BAHO,Dulu saya sangat suka menggunakan gojek ini Tetapi sekarang sudah mulai banyak kendala untuk gojek ini Mulai dari nyari driver yang lama sampai pada saat ingin membayar sesuatu Tolong di perbaiki ya,3,2024-01-19 23:47:26,4.81.1
M RJ,Mantap,5,2024-01-19 23:40:06,4.81.1
Kamila Hayati,Bagusdriver GK ugala2nn rata2 ramahtingkaykn terus playann UG trbaik utk planggan yasmg jaya terus,5,2024-01-19 23:06:10,4.81.1
Putra Saputra,Dapet draiver kaya mau ngajak mati ugal ugalan ga ramah lagi,2,2024-01-20 15:19:10,4.81.1
Cikimam Official,Yg penting harga terjangkau,5,2024-01-20 11:49:27,4.81.1
Apriansa Anca,Mantap,5,2024-01-20 03:01:55,4.81.1
Awanda Rosadi,Udh d update tetap gabisa kebuka buka Capek mau order gofood jadi susah,1,2024-01-19 06:57:34,4.81.1
Raehan Permatasari,Harganya terjangkau promonya mantap gopaylater nya sangat membantu Gojek is the best ,5,2024-01-20 05:24:12,4.81.1
Trinur Sholeh123,Okkd,5,2024-01-20 06:46:48,4.81.1
Hendra Mahendra,Mantapsangat membantu jd semuanya serba cpt,5,2024-01-20 06:40:03,4.81.1
hendra yana,Godjob ,5,2024-01-20 06:28:38,4.81.1
Yoseph Mbulu,Bagus dan murah,5,2024-01-20 06:27:08,4.81.1
Devi Ngkoes,Sangat membantu,5,2024-01-20 06:09:12,4.81.1
Umar Faruq,Good,5,2024-01-20 09:20:47,4.81.1
Mugiyati Yati,Sangat nyaman,5,2024-01-20 05:55:46,4.81.1
pkbm residivist,Goride Comport Mantap sekali,5,2024-01-20 09:31:46,4.81.1
Bebby Puspita,Ok,4,2024-01-20 09:31:58,4.81.1
Desta Stor,sangat kecewa saat mentransfer uang ke gopay yang lain memang tertulis di riwayat sudah terkirim tapi pada saat saya tanya belum masuk dan saya coba sekali lagi dengan pecahan yang sedikit dan bisa bagaimana gopay dengan kendala saya tolong bantu jawab,1,2024-01-20 09:42:41,4.81.1
Sugiarto Sugiarto,masih bintang 5 walaupun gopaylater saya tidak bisa di gunakan ntah kena alasannya terimakasih,5,2024-01-11 04:47:07,4.81.1
Aniie Garpenassy Official,Maps tidak Konsisten Titik lain tempat jemput lain tempat,3,2024-01-20 05:55:14,4.81.1
Ananda Mahesa,Tidak ada opsi untuk laporan masalah driver,2,2024-01-19 00:16:59,4.81.1
Adriansah 01hino,Mantap,5,2024-01-20 05:30:03,4.81.1
tasya Azalea,Aplikasi GoJek sangat membantu saya buat bepergian terima kasih aplikasi GoJek,5,2024-01-20 10:14:41,4.81.1
Budi Firmana,Nice gojek,5,2024-01-20 10:16:45,4.81.1
Firman Firdaus,Ok,5,2024-01-20 06:50:14,4.81.1
Nadifah Riva,Mantap puas,5,2024-01-20 08:52:21,4.81.1
Rendi Chairuman,Keren,5,2024-01-20 07:03:14,4.81.1
Neni Santika,so far so good ,5,2024-01-20 08:15:04,4.81.1
Siska Oktaviani,Aplikasinya lebih bagus sy bandingkan dengan yg lain Gojek ini paling oke di antara yg lain Semakin terdepan Gojek semmangat ,5,2024-01-20 07:26:48,4.81.1
Ahmad Heru,Sangat membantu ez intinya,5,2024-01-20 07:24:05,4.81.1
Ida Dahlia,Aduh koq makin GA asyeek ya pake aplikasi gojek sekarang ini yg lebih parah lagi paylater kadang ngilang pada saat mau dipake nonggol pas ga mau dipake niat ga si kasih paylater dah mah tiba tiba paylater turun drastis padahal ga pernah telat ga pernah nunggak Dari paylatrer 3jt jadi 500K parah alamat aku akan tinggalkan gojek ini,2,2024-01-20 07:38:27,4.81.1
M. Abidzar Al- ghifary,Bagus,5,2024-01-20 07:39:36,4.81.1
Bobby Frederik Saliha,Sangat membantu,5,2024-01-20 07:21:42,4.81.1
Theresia Ninik,Cepat  driver ramah,5,2024-01-20 08:08:23,4.81.1
Suryana Yana,Kacau saldo gopay gw di ambil Perusahaan sebesar ini masih ambil saldo gopay orang Parah si,1,2024-01-20 08:08:49,4.81.1
salam ahmadi,Mau ngasih masukan nih kenapa setiap buka aplikasi ini hape saya langsung kejang kejang ya Padahal Memory masih 50 ram 6gb Buat maen genshin lancar jaya Apalagi kalau order goride atau gocar Fitur chat nya kayak nyangkut Harus buka tutup aplikasi baru ada percakapan nya,5,2024-01-20 07:21:17,4.81.1
Asep Saepudin,Mantap,5,2024-01-20 08:41:07,4.81.1
alfian wutama,Ok banget,5,2024-01-20 07:16:16,4.81.1
burhan hans,Membantu banget dlm kehidupan sehari hari,5,2024-01-20 07:11:37,4.81.1
Rapelowandi,Sangat bermanfaat,5,2024-01-20 07:09:47,4.81.1
Aulia Utari Silalahi,Banyakin promo nya dong saya pengguna setia soalnya,5,2024-01-20 07:09:45,4.81.1
Reihan Roza,jgn pelit napa dah ngasi diskon,3,2024-01-20 07:08:26,4.81.1
M.Sastra Djumena,Sangat bagus buat usaha menuhin kebutuhan hidup,5,2024-01-20 07:06:07,4.81.1
Muhammad Norman,Oke pokok nya lah,5,2024-01-20 08:18:12,4.81.1
Dwi Wahyu Fitra Romadhan,Semenjak gopaylater jadi 500rb malah kagak bisa dipake buat beli paketan  sorry saya kasih bintang 1,1,2024-01-20 05:27:10,4.81.1
Adi Ismail,ok,5,2024-01-20 10:19:58,4.81.1
Dhanny Saman,Sukses selalu,5,2024-01-20 11:48:58,4.81.1
cucu lestari,baguss membantu bgt apalagi gojek nya kemna ga usah jaln jauh dlu langsung d jemput k tempat dan sampai tujuan dgn selamat terimakasih gojek,5,2024-01-20 10:31:23,4.81.1
Aqilah husna Lasahido,Kasih notif buat gofood Saya nunggu drtdi kirain udh otw trnyt restony g nrima pesanan udh 2x bgtu trus,2,2024-01-20 11:15:07,4.81.1
Amir Azis,Gosend instant 3 jam sameday 8 jam tapi dibatalin driver ngga di pickup sampe besok ganti hari,1,2024-01-20 04:36:36,4.81.1
Muchamad Chaerudin,Ini ngirim kode OTP ke seller aja susahnya minta ampun min  sampe gak bisa2 dapet orderan gmna parahh,2,2024-01-20 04:23:05,4.81.1
Wagiman Coming,Lancar,5,2024-01-20 04:22:35,4.81.1
Putra Dermawan,Mantul,5,2024-01-20 04:21:42,4.81.1
Joy Fernando,Nice,5,2024-01-20 11:17:39,4.81.1
Yoga Sadega,Oke,5,2024-01-20 04:11:56,4.81.1
Sipani Sipan,Mau beli pulsa aja susah bgt  Padahal pake uang sendiri di gopay Amit2 nih aplikasi gojek bikin kapok Mau beli pulsa pake gopay aja pake smz udah gituh muter2 gak jelas Kapok pake aplikasi,1,2024-01-20 11:25:30,4.81.1
Muin Oke,Sangat membantu ,5,2024-01-20 11:35:29,4.81.1
DHA GAMING95,Mantap sekali,5,2024-01-20 03:46:32,4.81.1
kiswanto DJA,lokal mendunia dr indonesia,5,2024-01-20 11:41:22,4.81.1
Nando Nainggolan,Bagus dan sangat membantu utk mencari rezeki ,5,2024-01-20 03:37:50,4.81.1
ahmad nofiana,Bagus tepat waktu penjemputan,5,2024-01-20 03:14:43,4.81.1
Syaban Haidar Ali,Adakan goride nego Jakarta kapan,1,2024-01-20 11:43:09,4.81.1
Willy Pardede,Good,5,2024-01-20 03:08:05,4.81.1
dht kpool,good,5,2024-01-20 03:07:44,4.81.1
Hendra Sihite,Ok,5,2024-01-20 11:47:21,4.81.1
Lupita ahmad,The best da gojek,5,2024-01-20 11:08:53,4.81.1
Erlita Tiara,Teman setia kemana aja ,5,2024-01-20 04:39:36,4.81.1
Mat Kholil,Gojek cocok memang oke,5,2024-01-20 04:41:15,4.81.1
chairul ichwan,aplikasi aneh sekarang suka mencet sendiri terus mesen go food dll horror ya,1,2024-01-20 10:32:44,4.81.1
muh marfai,driver ramah,5,2024-01-20 10:32:50,4.81.1
Hayu Aulia Wardah S,Sgt membantu,5,2024-01-20 10:37:33,4.81.1
Yusuf Suffi,Sangat membantu,5,2024-01-20 10:38:45,4.81.1
Denzo alarick pidjath,Nyip,5,2024-01-20 10:38:56,4.81.1
Alferdin Haris,Mau pesan Gojek tiba tiba akun dibekukan Agak laen aplikasi ini Makan nih bintang 1,1,2024-01-20 05:15:03,4.81.1
Refika Aprisya Larasati,Bad banget sekarang,1,2024-01-20 10:45:10,4.81.1
Esa Aome RTP,Mantap,5,2024-01-20 05:08:47,4.81.1
Gede Gusmahadi,Order makanan belum ada pilih alamat sudah lari ke alamat yg mana alamat tersebut tak tau dimana ,3,2024-01-20 11:04:49,4.81.1
Yacobus Lai,Tes dulu mas bro,5,2024-01-20 05:00:44,4.81.1
Rafadlis,Keren,5,2024-01-20 04:58:49,4.81.1
indri savitri,Ini kenapa jadi makin banyak kenadala Udh hampir 1 bulan paylater ada gangguan terus tadi baru diupdate kirain bakal bener eh tetep aja gk bisa dipake,1,2024-01-20 04:50:51,4.81.1
Catur Dewata,puas dgn playanan nya,5,2024-01-20 10:56:05,4.81.1
Bram Brum,Aplikasi terlalu sering ngebug,2,2024-01-20 04:43:45,4.81.1
ma tendra,Semenjak saya updatesaya butuh waktu lebih dari 30 menit cuma untuk buka aplikasisetiap saya mau bukaaplikasi gojek langsung nutup sendiri padahal jaringan kuat,1,2024-01-20 11:01:34,4.81.1
Isabella Kayla,Bisa beli makanan yg enak2,4,2024-01-20 11:04:14,4.81.1
Arly Yusuf,Mempermudah perjalanan,5,2024-01-20 17:12:26,4.81.1
Maurina Maurina,Aplikasi yg SGT memudahkan CPT dlm segi transportasi  mengirim makanannya Pokoknya ok dech GoJek ,5,2024-01-20 17:18:37,4.81.1
Heri Yana,Mudah dan Ekonomis Mantap,5,2024-01-20 17:21:14,4.81.1
3B_Khusnul Khotimah,Min saya pesan gojek tapi dibatalkan Saldo saya gk balik min Sampai sekarang status menunggu terus udh dari beberapa hari lalu,2,2024-01-21 05:54:33,4.81.1
Muhammad Syauqi,Bagus,5,2024-01-19 10:39:27,4.81.1
Mardiana Putri pertiwi,Bgus bgt,5,2024-01-19 10:33:04,4.81.1
Yordani Mario,Gojek sangat membantu sekali,5,2024-01-21 05:20:52,4.81.1
jofita bidatur rohma,MENDING GRAB COKKK WKWKWKKWKW APK STRESS INI SAMA KY GOPAYY,1,2024-01-19 10:32:44,4.81.1
lif 08,beli paket di Gopulsa lama banget lelet masuknya responnya juga 0,2,2024-01-19 10:31:38,4.81.1
marisa rachma alifa,Memudahkan kita untuk mencari makanan dan minuman serta banyak promonya Efektif waktu serta tenaga,5,2024-01-19 10:21:35,4.81.1
Rafael uput,Gokill,5,2024-01-19 10:21:14,4.81.1
Budi. Star,Apaan ini lama malah nggak bisa dipake gopaylaternya,1,2024-01-19 10:18:04,4.81.1
Suket teki WANTO,ok di tingkatkan lg tranportasinya,3,2024-01-21 05:21:13,4.81.1
Wahyu P,Sangat membantu di dalam kegiatan seharihari,5,2024-01-19 10:16:21,4.81.1
Rudi Sim,Bagus,5,2024-01-21 05:22:06,4.81.1
Yosep Driver,sangat optimal,5,2024-01-19 09:58:46,4.81.1
U Key,Mau mesen makan aja susahnya minta ampun selalu aja pas mau bayar Gagal Diproses Permintaanmu gagal diproses Coba lagi ya nanti  Kenapa coba  Jaringan udah coba pake 3 Provider tetep aja jawaban nya sama seperti itu Makin update makin gak jelas,1,2024-01-21 05:24:04,4.81.1
Ra' y,Mntapppp,5,2024-01-19 09:55:09,4.81.1
jurist zenia dwi putra,Keren,5,2024-01-21 05:31:32,4.81.1
agus irwanto,Semangat  Upgrade selalu,4,2024-01-19 09:49:38,4.81.1
WAHIDIN,Tepat waktu dan selamat sampai tujuan dan tidak telat masuk kerja,4,2024-01-21 05:52:59,4.81.1
Channel Feri Wahyudi,oke,5,2024-01-21 05:19:03,4.81.1
Firman Asyhari,Saya kasih bintang 1 saja biar di perhatikan Gojek kurang update alamat yg benar Input alamat yg benar sulit tak bisa di kasih masukan Maunya mengikuti saran yang disediakan gak bisa pas alamat yg belum pernah menjadi tujuan yg keluar alamat sekitarnya Alamat rumah saya saja sudah di benerin tetap saja yg keluar alamat yg keliru Harusnya no 33 tetap saja no 35 gak cerdas Mbok manut yg order Ganti dengan robot yg cerdas Harusnya di uji ulang Rasakan Semoga semakin baik,3,2024-01-19 10:46:57,4.81.1
Jhon Fero,Mantapp,5,2024-01-21 05:17:50,4.81.1
Sungut Lele,Aplikasi bagus tapi di daerah saya jarang sekali ada yg mau ambil orderan saya tolong lah di perbanyak driver di daerah saya,2,2024-01-21 04:19:45,4.81.1
nava net,Selama ini masih cukup bagus tidak ada kendala,5,2024-01-19 11:57:51,4.81.1
Eman Soleman,Nyaman,5,2024-01-21 04:19:12,4.81.1
Additya Nayottama,Ini gimana sih gw langganan 1 bulan gk dikasih promo pindah ke app sebelah aja mending ,1,2024-01-19 11:55:46,4.81.1
Muhammad Ridwan,Gojek melatih saya untuk sabar dikasih driver yang jauh jauh terima kasih yah gojek,1,2024-01-19 11:50:03,4.81.1
Yudi elyasir,Ok,5,2024-01-19 11:30:11,4.81.1
Aulia Rahmawati,Tlg kategori produk dihilangkan saja karena tidak sesuai dengan judulnya masih banyak yang ga sesuai,3,2024-01-19 11:25:04,4.81.1
Abdul Munib,Yg ksekian lg naik gojek,5,2024-01-19 11:24:52,4.81.1
Tommy MP,Saya ganti bintang nya kalo udah normal baru ditambah lagi untuk Gopaylater nya di awal normal dan baik baik saja Sekarang pembayaran di aplikasi merchant tidak bisa dan ditambah lagi sekarang malah tidak bisa buat pembayaran pick up,1,2024-01-19 11:23:43,4.81.1
Naisahadi,Bagus,5,2024-01-19 10:59:45,4.81.1
abok jr,Gopay sekarang ga jelas banget sinyal lag sebentar di suruh nunggu terus ga lama transaksi berhasi tapi belum di terima pihak banknya dan saldo telah dipotong di gopay sumpah gk nyaman banget cuma masalah lag dikit,1,2024-01-19 11:22:17,4.81.1
isma arfian,Puasa,5,2024-01-21 04:25:09,4.81.1
Alfonsus Andreas Halim,gak bisa dibuka,1,2024-01-19 11:17:01,4.81.1
Rachmat Ramdhani,Apps yang memudahkan banyak urusan saya di gambir ngasih driver di jayakarta di jam macet pula Buang2 waktu nunggu ya aja,3,2024-01-19 11:09:08,4.81.1
eka berata,Gocar kok kalah saing sama grab di indonesia,1,2024-01-19 11:04:35,4.81.1
maria febri ayu,Kenapa setelah di update aplikasi gojeknya sering bug ya Saat order sering ngecrash lalu sering ke close sendiri dan orderan sering kena cancel juga jadi gampang miskomunikasi jadinya sama driver karena aplikasinya sering force close sendiri Mohon perbaikannya TT TT,1,2024-01-21 04:28:45,4.81.1
Ilham Septian,Makin mahal ajah sekarang apa biaya layanan aplikasi lah sampe 10 ribu belum ongkirnya jg mahal Pelit ngasih promo Promo nya skrg kebanyakan suruh NGUTANG,1,2024-01-21 05:03:55,4.81.1
umi kulsum,cepat direspon kalau pesan gojeg,5,2024-01-19 09:47:03,4.81.1
Dharma Mita,Telat bayar paylater chat nya kayak takut kali ak lari blum lama telat sudah telepon ke kondar giliran bayar limit gak bisa dipake kecewa berat sama app ini,1,2024-01-21 05:58:49,4.81.1
Mun Jay,Good,5,2024-01-19 16:40:47,4.81.1
YUSUP NUR_PERMADI,Okay,5,2024-01-21 06:00:53,4.81.1
Daniel Collection,Aplikasi yg wajib kalian miliki,5,2024-01-19 08:13:32,4.81.1
Rezki nur Wicaksana,Aplikasi tidak bisa di buka setiap masuk ke aplikasi pasti keluar lagi Padahal sebelum saya update lacar ajatolong aplikasi nya diperbaiki,1,2024-01-19 08:05:38,4.81.1
Sapta Jaya,Bagus,5,2024-01-19 07:46:27,4.81.1
Bella Ristianto,Membantu keperluan sehari hari,5,2024-01-21 09:03:48,4.81.1
Solicha Putra,Orangx ramah  tepat waktu,5,2024-01-21 09:07:36,4.81.1
Andreas Gunawan,Tolong d perbaikin kembali kepada semua driver gocar mau goride d wilayah parung panjang bogor kenapa y setiap saya pesen k tujuan perumahan Sekar Tanjung banyak yang d cancel terus pa harus driver milih milih antara jarak Deket aj baru d bawah y pihak manajemen gojek Indonesia tolong d pm PM aj klo ada driver pilih pilih orderan sama cs penumpang d pm kshan lah penumpang bayar bukan ngutang Ama Lo gojek d training malah g bener malahan d wilayah parung panjang bogor tanks,1,2024-01-19 07:33:44,4.81.1
Mustakim,Ngk jelas saya pakai gopay later belum jatuh tempo saya bayar malah di blokir gopay later nya,1,2024-01-19 07:29:39,4.81.1
Jasmin Bunga,Habis update malah gk bisa dibuka saldo masih banyak gimana sihh makin gk jelas aja ni aplikasi,1,2024-01-19 07:28:50,4.81.1
SAIFUL ANAM,puas banget perjalanan lebih mudah,5,2024-01-21 09:09:33,4.81.1
Anggi Arisandi,Makin Ngadi nih apk  Mau kirim duit ke bank dari gopay aja gagal mulu Gila kali yah Apk lemot begini Sinyal gua bagus padahal streaming YouTube lancar jaya Kenapa buka gojek malah lemot,1,2024-01-21 09:11:36,4.81.1
Joyah Lasak,Mantap gak ribet kayak aplikasi lain,5,2024-01-19 07:28:38,4.81.1
agus sumarjanto,Opsional keren bro,5,2024-01-21 09:32:25,4.81.1
Bing Beng,Tolong di percepat map data drivernya dan lokasi driver saat di jemput Dan untuk dalam komunikasinya servernya di stabilkan agar mempermudah dalam pesanannya,1,2024-01-19 07:26:47,4.81.1
Nuraeda Sinjai,Ngga bisa tf njirr padahal udah prem,2,2024-01-21 09:54:03,4.81.1
Haikal Saputra,Cari driver mobil lama bangett,3,2024-01-19 07:15:06,4.81.1
